Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Year,Model_clean
Accident,11/02/2017,"Virgin Gorda, Virgin Islands (British)",Virgin Islands,Non-Fatal,Substantial,N603AB,CESSNA,cessna,No,Reciprocating,Reciprocating,Unknown,0,0,0,9,UNK,Unknown,Unknown,2017,cessna
Incident,02/02/2005,"Makassar, Indonesia",Indonesia,Incident,Minor,Unknown,Mcdonnell Douglas,mcdonnell douglas,No,Unknown,Unknown,Unknown,0,0,0,153,imc,Unknown,Foreign,2005,mcdonnell douglas
Accident,30/09/2018,"Westminster, MD",United States,Non-Fatal,Substantial,N440SH,Robinson,robinson,No,Reciprocating,Reciprocating,Positioning,0,0,0,1,vmc,Unknown,"The pilot's attempt to move the helicopter from a sloped surface after an overspeed event, which resulted in a loss of helicopter control and impact with a car. The overspeed event resulted from misrouted and damaged wiring in the magneto, which subsequently resulted in errant and random signals to the governor.",2018,robinson
Accident,21/10/2007,"FARMINGDALE, NY",United States,Non-Fatal,Substantial,N43450,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,3,vmc,Maneuvering,Probable Cause,2007,piper
Accident,25/03/2005,"WEST PALM BEACH, FL",United States,Non-Fatal,Substantial,N11EG,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,2005,piper
Accident,06/12/2003,"WATSONVILLE, CA",United States,Non-Fatal,Substantial,N396TA,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Cruise,Probable Cause,2003,cessna
Accident,25/05/2015,"Honesdale, PA",United States,Non-Fatal,Substantial,N759EB,CESSNA,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,The pilot's failure to land with sufficient runway remaining to safely stop the airplane.,2015,cessna
Accident,12/06/1985,"GARBERVILLE, CA",United States,Non-Fatal,Substantial,N12385,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,4,vmc,Takeoff,Probable Cause,1985,cessna
Accident,02/06/2022,"Ennis, TX",United States,Non-Fatal,Substantial,N65497,CESSNA,cessna,No,Unknown,Unknown,Instructional,0,0,0,2,vmc,Unknown,Unknown,2022,cessna
Incident,30/01/2016,"London, United Kingdom",United Kingdom,Unknown,Unknown,G-CIVX,BOEING,boeing,No,Unknown,Unknown,Unknown,0,0,0,0,UNK,Unknown,Unknown,2016,boeing
Accident,07/11/1982,"BICKNELL, UT",United States,Non-Fatal,Destroyed,N555AW,Grumman,grumman,No,Reciprocating,Reciprocating,Personal,0,0,2,0,vmc,Cruise,Probable Cause,1982,grumman
Accident,04/05/1985,"JACKSON, CA",United States,Non-Fatal,Substantial,N76086,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Landing,Probable Cause,1985,cessna
Accident,19/09/2004,"PETERS, CA",United States,Non-Fatal,Substantial,N931CD,Cirrus,cirrus,No,Reciprocating,Reciprocating,Personal,0,0,0,2,imc,Climb,Probable Cause,2004,cirrus
Accident,04/05/2003,"Corona, CA",United States,Fatal(1),Destroyed,N1133S,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Cruise,Probable Cause,2003,cessna
Accident,21/02/2007,"Surabaya, Indonesia",Indonesia,Non-Fatal,Destroyed,Unknown,Boeing,boeing,Unknown,Unknown,Unknown,Unknown,0,0,0,7,UNK,Unknown,Foreign,2007,boeing
Accident,30/04/1999,BRAZORIA 440L,Unknown,Non-Fatal,Unknown,N35WH,Bell,bell,No,Turbo Shaft,Turbo Shaft,Unknown,0,1,0,3,vmc,Standing,Probable Cause,1999,bell
Accident,14/08/1983,"MIDLAND, TX",United States,Non-Fatal,Substantial,N6869U,Mooney,mooney,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Taxi,Probable Cause,1983,mooney
Accident,27/09/1990,"BIRCHWOOD, AK",United States,Non-Fatal,Substantial,N9279D,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,1990,piper
Accident,22/07/1997,"IDAHO FALLS, ID",United States,Non-Fatal,Substantial,N3069G,Bell,bell,No,Reciprocating,Reciprocating,Aerial Application,0,0,0,1,vmc,Takeoff,Probable Cause,1997,bell
Accident,30/05/2017,"Renmark, Australia",Australia,Fatal,Substantial,VH-XMJ,CESSNA AIRCRAFT COMPANY,cessna aircraft company,No,Turbo Prop,Turbo Prop,Unknown,3,0,0,0,UNK,Unknown,Unknown,2017,cessna aircraft company
Accident,07/08/1990,"COUGAR, WA",United States,Non-Fatal,Destroyed,N351RM,Aerospatiale,aerospatiale,No,Turbo Shaft,Turbo Shaft,Other Work Use,0,1,0,0,vmc,Maneuvering,Probable Cause,1990,aerospatiale
Accident,25/03/1984,"CHATHAM, MA",United States,Non-Fatal,Substantial,N84074,Aeronca,aeronca,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Taxi,Probable Cause,1984,aeronca
Accident,02/09/2001,"KING SALMON, AK",United States,Non-Fatal,Substantial,N177BM,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Taxi,Probable Cause,2001,cessna
Incident,11/06/1985,"ST. LOUIS, MO",United States,Incident,Minor,N31013,Lockheed,lockheed,No,Turbo Fan,Turbo Fan,Unknown,0,0,0,219,imc,Approach,Probable Cause,1985,lockheed
Accident,28/01/1996,"MC COLL, SC",United States,Non-Fatal,Substantial,N511MC,Beech,beech,No,Reciprocating,Reciprocating,Personal,0,0,0,3,vmc,Landing,Probable Cause,1996,beech
Accident,01/06/2007,"Chandler, AZ",United States,Non-Fatal,Destroyed,N8688K,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Approach,Probable Cause,2007,cessna
Accident,23/07/2021,"Baraboo, WI",United States,Non-Fatal,Substantial,N51CF,BOEING,boeing,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,The pilots failure to maintain clearance from the fence while on final approach.,2021,boeing
Accident,06/03/1997,"NEWKIRK, OK",United States,Non-Fatal,Substantial,N527Y,Grumman,grumman,No,Reciprocating,Reciprocating,Aerial Application,0,0,0,1,vmc,Maneuvering,Probable Cause,1997,grumman
Accident,12/01/2018,"Lowman, ID",United States,Non-Fatal,Substantial,N2W,CESSNA,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,"The pilots selection of unsuitable terrain for takeoff, which resulted in a loss of directional control.
",2018,cessna
Accident,04/01/1995,"MIAMISBURG, OH",United States,Fatal(1),Destroyed,N8435P,Piper,piper,No,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Climb,Probable Cause,1995,piper
Accident,22/09/1982,"EDNA, TX",United States,Non-Fatal,Substantial,N5631R,Maule,maule,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Takeoff,Probable Cause,1982,maule
Accident,15/09/2013,"Clermont, FL",United States,Non-Fatal,Substantial,N321BA,LET,let,No,Unknown,Unknown,Personal,0,0,0,1,vmc,Unknown,The student pilot's failure to maintain directional control during the landing roll.,2013,let
Accident,25/08/1990,"SANTA ANA, CA",United States,Non-Fatal,Substantial,N47477,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Landing,Probable Cause,1990,cessna
Accident,30/04/2007,"REDDING, CA",United States,Non-Fatal,Substantial,N145RL,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Approach,Probable Cause,2007,piper
Accident,29/10/1996,"BRANDY STATION, VA",United States,Fatal(2),Destroyed,N7737G,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,2,0,0,0,vmc,Approach,Probable Cause,1996,cessna
Accident,06/07/1985,"TELLURIDE, CO",United States,Non-Fatal,Destroyed,N9837H,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,1,2,vmc,Maneuvering,Probable Cause,1985,cessna
Accident,04/06/1984,"YAKUTAT, AK",United States,Non-Fatal,Substantial,N7418Q,Cessna,cessna,No,Reciprocating,Reciprocating,Unknown,0,0,0,5,vmc,Approach,Probable Cause,1984,cessna
Accident,18/07/1987,"COALDALE, CO",United States,Fatal(1),Substantial,N7444E,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Cruise,Probable Cause,1987,cessna
Accident,23/05/2004,"ALTUS, OK",United States,Non-Fatal,Substantial,N25BM,Bruce Moore,bruce moore,Yes,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Maneuvering,Probable Cause,2004,bruce moore
Accident,27/05/1990,"TUSCALOOSA, AL",United States,Non-Fatal,Substantial,N1113D,67 Flying Dutchman,67 flying dutchman,Yes,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Cruise,Probable Cause,1990,67 flying dutchman
Accident,06/08/2022,"Lotus Vale, ",American Samoa,Non-Fatal,Substantial,VH-NKV,ROBINSON,robinson,No,Unknown,Unknown,Unknown,0,0,0,1,UNK,Unknown,Unknown,2022,robinson
Accident,13/10/2008,"Conroe, TX",United States,Fatal,Destroyed,N6ZV,BELL,bell,No,Turbo Shaft,Turbo Shaft,Aerial Observation,2,0,0,0,vmc,Unknown,A loss of control for undetermined reasons.,2008,bell
Accident,27/07/1990,"OELWEIN, IA",United States,Non-Fatal,Substantial,N480,Beech,beech,No,Reciprocating,Reciprocating,Personal,0,0,0,3,vmc,Landing,Probable Cause,1990,beech
Accident,22/10/2002,"BETHEL, AK",United States,Non-Fatal,Substantial,N31657,Piper,piper,No,Reciprocating,Reciprocating,Unknown,0,0,0,6,vmc,Taxi,Probable Cause,2002,piper
Accident,11/08/2000,"BARROW, AK",United States,Non-Fatal,Substantial,N20752,Cessna,cessna,No,Reciprocating,Reciprocating,Unknown,0,0,0,2,vmc,Landing,Probable Cause,2000,cessna
Accident,09/06/1985,"KENAI LAKE, AK",United States,Non-Fatal,Substantial,N180SL,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,1985,cessna
Accident,20/11/2016,"Dayton, TN",United States,Non-Fatal,Substantial,N4331R,CESSNA,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,"The student pilots inability to maintain pitch and bank control during the landing after the airplane was struck by a deer.
",2016,cessna
Accident,12/02/1984,"HASTINGS, NY",United States,Non-Fatal,Substantial,N3264P,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Takeoff,Probable Cause,1984,piper
Accident,03/10/2021,"Warrensburg, MO",United States,Fatal,Destroyed,UNREG,Tandem,tandem,Yes,Unknown,Unknown,Instructional,2,0,0,0,vmc,Unknown,Unknown,2021,tandem
Accident,22/08/2014,"Rigby, ID",United States,Non-Fatal,Substantial,N171CT,RANS AIRCRAFT,rans aircraft,No,Reciprocating,Reciprocating,Instructional,0,2,0,0,vmc,Unknown,The student pilot's loss of directional control during takeoff in gusting wind conditions. Contributing to the accident was the flight instructor's failure to intervene and apply corrective flight control inputs.,2014,rans aircraft
Incident,05/05/2018,"Arequipa, Peru",Peru,Unknown,Unknown,OB-2079-P,BOEING,boeing,No,Unknown,Unknown,Unknown,0,0,0,0,UNK,Unknown,Unknown,2018,boeing
Accident,16/07/2019,"Detroit Lakes, MN",United States,Non-Fatal,Substantial,N61SC,CASHEN,cashen,Yes,Reciprocating,Reciprocating,Personal,0,1,0,0,vmc,Unknown,"An open circuit in the engine's electrical switch box, which resulted in a partial loss of engine power and subsequent forced landing.",2019,cashen
Accident,28/05/1999,"MCALESTER, OK",United States,Non-Fatal,Substantial,N7991Y,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Takeoff,Probable Cause,1999,piper
Accident,12/04/1983,"KANKAKEE, IL",United States,Non-Fatal,Substantial,N94111,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Landing,Probable Cause,1983,cessna
Accident,12/01/1990,"TOM'S PLACE, CA",United States,Fatal(3),Destroyed,N5831J,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,3,0,0,0,imc,Unknown,Probable Cause,1990,cessna
Accident,28/05/2022,"North Myrtle Beach, SC",United States,Fatal,Substantial,N4421M,PIPER,piper,No,Unknown,Unknown,Banner Tow,1,0,0,0,vmc,Unknown,Unknown,2022,piper
Accident,27/07/2014,"Findlay, OH",United States,Fatal,Destroyed,N40941,FEDERSEN WALTER,federsen walter,Yes,Reciprocating,Reciprocating,Personal,2,0,0,0,vmc,Unknown,An in-flight fire for reasons that could not be determined due to the extent of impact and fire damage.,2014,federsen walter
Accident,03/07/1984,"BERNIE, MO",United States,Non-Fatal,Substantial,N4796,Grumman,grumman,No,Reciprocating,Reciprocating,Aerial Application,0,0,1,0,vmc,Maneuvering,Probable Cause,1984,grumman
Accident,21/08/1983,"BOX ELDER, SD",United States,Non-Fatal,Destroyed,N8422U,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,1,3,0,vmc,Cruise,Probable Cause,1983,piper
Accident,31/12/2009,"Willow, AK",United States,Non-Fatal,Substantial,N146T,PIPER,piper,No,Reciprocating,Reciprocating,Personal,0,0,1,0,vmc,Unknown,"The pilots failure to ensure that the airplanes fuel selector valve was on before takeoff, resulting in a loss of engine power due to fuel starvation, and his subsequent decision to attempt a low altitude turn towards the departure airport, resulting in an aerodynamic stall and loss of control.",2009,piper
Accident,22/10/1989,"MOUNTAIN HOME, TX",United States,Non-Fatal,Substantial,N22614,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Takeoff,Probable Cause,1989,cessna
Accident,10/02/1996,"PELLSTON, MI",United States,Fatal(1),Destroyed,N2157J,Bell,bell,No,Turbo Shaft,Turbo Shaft,Personal,1,0,0,0,imc,Cruise,Probable Cause,1996,bell
Accident,06/08/1982,"POESTENKILL, NY",United States,Non-Fatal,Substantial,N2361K,Piper,piper,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Takeoff,Probable Cause,1982,piper
Accident,22/05/2016,"Marine City, MI",United States,Non-Fatal,Substantial,N20135,BEECH,beech,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,"The misalignment of the right main landing gear, which resulted in the failure of the landing gear to retract and extend properly. Also causal was the pilot's failure to have the airplane inspected after a hard landing that had resulted in substantial damage to the right wing.",2016,beech
Accident,09/08/2007,"CRESTON, IA",United States,Non-Fatal,Substantial,N9195G,Air Tractor,air tractor,No,Turbo Prop,Turbo Prop,Ferry,0,0,0,1,vmc,Cruise,Probable Cause,2007,air tractor
Accident,20/05/1985,"PITTSBURGH, PA",United States,Non-Fatal,Substantial,N5640C,Maule,maule,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Landing,Probable Cause,1985,maule
Accident,19/04/1995,"CASHMERE, WA",United States,Non-Fatal,Substantial,N60886,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,2,0,vmc,Takeoff,Probable Cause,1995,cessna
Accident,21/10/2013,"Butte, MT",United States,Non-Fatal,Substantial,N156JM,CESSNA,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,4,vmc,Unknown,The pilot's failure to maintain directional control of the airplane while landing with a crosswind.,2013,cessna
Accident,07/03/1991,ATLANTIC OCEAN,ATLANTIC OCEAN,Non-Fatal,Substantial,N666SC,Piper,piper,No,Reciprocating,Reciprocating,Ferry,0,0,0,2,vmc,Unknown,Foreign,1991,piper
Incident,10/03/2010,"Farmingdale, NY",United States,Non-Fatal,Minor,N155MM,GULFSTREAM AMERICAN CORP.,gulfstream american corp.,No,Turbo Jet,Turbo Jet,Unknown,0,0,0,5,vmc,Unknown,"Progressive cracking from an undetermined initiation source, which resulted in the failure of the No. 4 cabin window outer pane, and the subsequent foreign object ingestion to the right engine.",2010,gulfstream american corp.
Accident,03/02/1995,"SEDONA, AZ",United States,Non-Fatal,Substantial,N46874,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,2,0,vmc,Approach,Probable Cause,1995,cessna
Accident,03/09/1984,"NUSHAGAK RIVER, AK",United States,Non-Fatal,Substantial,N7690L,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Cruise,Probable Cause,1984,piper
Accident,19/02/1982,"PEMBROKE PINES, FL",United States,Non-Fatal,Substantial,N4721F,Cessna,cessna,No,Reciprocating,Reciprocating,Unknown,0,0,0,1,UNK,Landing,Probable Cause,1982,cessna
Accident,13/03/2005,"DELAND, FL",United States,Non-Fatal,Substantial,N14420,Let,let,No,Unknown,Unknown,Personal,0,1,0,0,vmc,Landing,Probable Cause,2005,let
Accident,20/03/2011,"Daggett, CA",United States,Fatal,Substantial,N50MC,CESSNA,cessna,No,Turbo Prop,Turbo Prop,Personal,3,0,0,0,vmc,Unknown,"The pilot's decision to conduct the flight into a region of reported moderate to severe turbulence and icing conditions, followed by a loss of airplane control and an aerodynamic spin from which the pilot did not recover.",2011,cessna
Accident,17/08/2003,"EMMETT, ID",United States,Non-Fatal,Substantial,N185LC,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,1,2,vmc,Landing,Probable Cause,2003,cessna
Accident,24/09/2004,"NEW MILFORD, CT",United States,Non-Fatal,Substantial,N44LD,Consolidated Aeronautics Inc.,consolidated aeronautics inc.,No,Reciprocating,Reciprocating,Personal,0,0,1,0,vmc,Landing,Probable Cause,2004,consolidated aeronautics inc.
Accident,12/08/1985,"WOODBRIDGE, VA",United States,Fatal(2),Destroyed,N8242R,Bellanca,bellanca,No,Reciprocating,Reciprocating,Business,2,1,0,0,vmc,Go-around,Probable Cause,1985,bellanca
Accident,05/02/2008,"McGrath, AK",United States,Non-Fatal,Substantial,N323KT,de Havilland,de havilland,No,Reciprocating,Reciprocating,Positioning,0,0,0,1,vmc,Unknown,The pilot's failure to maintain directional control of the airplane during an aborted takeoff.,2008,de havilland
Accident,17/08/1996,"W. HELENA, AR",United States,Fatal(1),Destroyed,N3095X,Ayres,ayres,No,Turbo Prop,Turbo Prop,Aerial Application,1,0,1,0,vmc,Takeoff,Probable Cause,1996,ayres
Accident,10/09/1989,"SOUTH HAVEN, MI",United States,Non-Fatal,Substantial,N3633P,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Landing,Probable Cause,1989,piper
Accident,28/05/1983,"WHEATLAND, MO",United States,Non-Fatal,Destroyed,N6288U,Mooney,mooney,No,Reciprocating,Reciprocating,Personal,0,0,0,3,vmc,Takeoff,Probable Cause,1983,mooney
Accident,19/09/1996,"WACO, TX",United States,Fatal(1),Destroyed,N3020T,Cessna,cessna,No,Reciprocating,Reciprocating,Business,1,0,0,0,imc,Approach,Probable Cause,1996,cessna
Accident,14/06/2000,"SANTA CLARITA, CA",United States,Non-Fatal,Substantial,N9692F,Hughes,hughes,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Approach,Probable Cause,2000,hughes
Accident,09/05/2020,"San Antonio, TX",United States,Non-Fatal,Substantial,N31704,Beech,beech,No,Turbo Prop,Turbo Prop,Unknown,0,0,0,1,vmc,Unknown,Unknown,2020,beech
Accident,11/08/1994,"PAMPA, TX",United States,Non-Fatal,Substantial,N9075W,Weatherly,weatherly,No,Reciprocating,Reciprocating,Aerial Application,0,0,0,1,vmc,Maneuvering,Probable Cause,1994,weatherly
Incident,10/04/1987,"BRIDGEPORT, TX",United States,Incident,Minor,N6681L,Beech,beech,No,Reciprocating,Reciprocating,Business,0,0,0,1,vmc,Cruise,Probable Cause,1987,beech
Accident,10/08/1990,"LIANO, CA",United States,Non-Fatal,Substantial,N4426B,Burkhart Grob,burkhart grob,No,Unknown,Unknown,Instructional,0,0,0,2,vmc,Landing,Probable Cause,1990,burkhart grob
Accident,10/04/2018,"Tucuman, Argentina",Argentina,Fatal,Destroyed,N6926Z,BEECH,beech,No,Unknown,Unknown,Unknown,4,0,0,0,UNK,Unknown,Unknown,2018,beech
Accident,10/04/2004,"BOGALUSA, LA",United States,Non-Fatal,Substantial,N84623,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Takeoff,Probable Cause,2004,cessna
